InstrumentCode,InstrumentName,post_name,guid,post_date,category,post_status,post_status.1,Year,raw_category,document_type,classification_status,Migrate,Naming Convention,Folder_Name
EPLY,EPPLEY LIMITED,press-release-eppley-limited-redemption-of-preference-shares,https://www.jamstockex.com/wp-content/uploads/2018/11/Press-Release-Eppley-limited-Redemption-of-Preference-Shares.pdf,28/11/2018 9:22,"General,Articles",inherit,publish,2018,{document_type: Trading in Shares},delisting_notice,success,Yes,company_name - symbol - delisting_notice - Posting Date,delisting_notice_new
EPLY,EPPLEY LIMITED,jse-material-information-disclosure-notice-eppley-limiteds-tender-offer-jan-24-2023,https://www.jamstockex.com/wp-content/uploads/2023/01/JSE-Material-Information-Disclosure-Notice-Eppley-Limiteds-Tender-Offer-Jan-24-2023.pdf,24/1/2023 19:19,"Articles,Other Company News",inherit,publish,2023,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
EPLY,EPPLEY LIMITED,eppley-limited-material-information-disclosure-notice-tender-offer-closure-march-27-2023,https://www.jamstockex.com/wp-content/uploads/2023/03/Eppley-Limited-Material-Information-Disclosure-Notice-Tender-Offer-Closure-March-27-2023.pdf,29/3/2023 10:57,Articles,inherit,publish,2023,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
EPLY,EPPLEY LIMITED,eppley-buys-stratus-alternative-funds-from-ncb-capital-markets-limited,https://www.jamstockex.com/wp-content/uploads/2025/04/Eppley-buys-Stratus-Alternative-Funds-from-NCB-Capital-Markets-Limited.pdf,17/4/2025 15:48,"Acquisitions,Articles",inherit,publish,2025,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
FTNA,FONTANA LIMITED,press-release-23jan2025-ftna,https://www.jamstockex.com/wp-content/uploads/2025/01/PRESS-RELEASE-23JAN2025-FTNA.pdf,23/1/2025 12:01,Acquisitions,inherit,publish,2025,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GENAC,GENERAL ACCIDENT INSURANCE COMPANY (JA) LIMITED,gaic-september-16-2019-press-release-final,https://www.jamstockex.com/wp-content/uploads/2019/09/GAIC-September-16-2019-Press-Release-FINAL.pdf,17/9/2019 9:12,"Disposals,Articles",inherit,publish,2019,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,gracekennedy-release,https://www.jamstockex.com/wp-content/uploads/2016/07/GraceKennedy-Release.pdf,1/7/2016 8:11,Articles,inherit,publish,2016,{document_type: Trading in Shares},trading_in_shares,success,Yes,company_name - symbol - trading_in_shares - Posting Date,trading_in_shares_new
GK,GRACEKENNEDY LIMITED,gracekennedy-shareholders-report-2016-feb-2017,https://www.jamstockex.com/wp-content/uploads/2017/03/GraceKennedy-Shareholders-Report-2016-Feb-2017.pdf,6/3/2017 17:01,"Other Company News,Articles",inherit,publish,2017,{document_type: Annual Report},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
GK,GRACEKENNEDY LIMITED,press-release-gracekennedy-limited-divests-30-stake-in-trident-insurance-company,https://www.jamstockex.com/wp-content/uploads/2017/05/Press-Release-GraceKennedy-Limited-Divests-30-Stake-in-Trident-Insurance-Company.pdf,9/5/2017 12:23,Articles,inherit,publish,2017,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,press-release-gracekennedy-to-acquire-consumer-brands-ltd,https://www.jamstockex.com/wp-content/uploads/2017/09/Press-Release-GraceKennedy-to-Acquire-Consumer-Brands-Ltd.pdf,1/9/2017 16:32,"Acquisitions,Articles",inherit,publish,2017,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,gk-news-release,https://www.jamstockex.com/wp-content/uploads/2018/01/GK-News-Release.pdf,12/1/2018 10:27,"Acquisitions,Articles",inherit,publish,2018,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,news-release-signia-financial-acquires-globe-financial-to-form-leading-merchant-bank-in-barbados,https://www.jamstockex.com/wp-content/uploads/2018/09/News-Release-Signia-Financial-Acquires-Globe-Financial-to-Form-Leading-Merchant-Bank-in-Barbados.pdf,10/9/2018 16:17,"Acquisitions,Articles",inherit,publish,2018,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,press-release-gk-foods-usa-and-majesty-foods-joint-venture-announcement,https://www.jamstockex.com/wp-content/uploads/2018/12/Press-Release-GK-Foods-USA-and-Majesty-Foods-Joint-Venture-Announcement.pdf,7/12/2018 13:19,"Articles,General",inherit,publish,2018,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,press-release-gracekennedy-makes-offer-to-acquire-key-insurance-company-limited,https://www.jamstockex.com/wp-content/uploads/2020/01/Press-Release-GraceKennedy-Makes-Offer-to-Acquire-Key-Insurance-Company-Limited.pdf,20/1/2020 20:18,"Articles,General,Acquisitions,Take-over Bid Circular​",inherit,publish,2020,{document_type: Acquisitions and Disposals},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
GK,GRACEKENNEDY LIMITED,press-release-gracekennedy-makes-offer-to-acquire-key-insurance-company-limited,https://www.jamstockex.com/wp-content/uploads/2020/01/Press-Release-GraceKennedy-Makes-Offer-to-Acquire-Key-Insurance-Company-Limited.pdf,20/1/2020 20:18,"Articles,General,Acquisitions,Take-over Bid Circular​",inherit,publish,2020,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,news-release-gracekennedy-limited-gk-acquisition-of-scotia-insurance-eastern-caribbean,https://www.jamstockex.com/wp-content/uploads/2021/03/News-Release-GraceKennedy-Limited-GK-Acquisition-of-Scotia-Insurance-Eastern-Caribbean.pdf,9/3/2021 3:00,"Articles,Acquisitions",inherit,publish,2021,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,news-release-gk-invests-in-bluedot-13042022-final,https://www.jamstockex.com/wp-content/uploads/2022/04/News-Release-GK-invests-in-Bluedot-13042022-final.pdf,13/4/2022 17:39,Articles,inherit,publish,2022,{document_type: Acquisitions and Disposals},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
GK,GRACEKENNEDY LIMITED,release-gk-acquires-100-of-catherines-peak-29012025-final,https://www.jamstockex.com/wp-content/uploads/2025/01/Release-GK-acquires-100-of-Catherines-Peak-29012025-final.pdf,30/1/2025 14:19,"Acquisitions,Other Company News",inherit,publish,2025,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
GK,GRACEKENNEDY LIMITED,release-gkfg-moves-to-fully-acquire-key-final,https://www.jamstockex.com/wp-content/uploads/2025/03/Release-GKFG-moves-to-fully-acquire-Key-final.pdf,19/3/2025 16:29,"Take-over Bid Circular​,Acquisitions",inherit,publish,2025,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
KNTYR,KINTYRE HOLDINGS (JA) LIMITED,icreate-limited-press-release-extraordinary-general-meeting-december-13-2021,https://www.jamstockex.com/wp-content/uploads/2021/12/iCreate-Limited-Press-Release-Extraordinary-General-Meeting-December-13-2021.pdf,13/12/2021 19:48,"General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings),Other Company News",inherit,publish,2021,{document_type: General Meetings},general_meetings,success,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
ISP,ISP FINANCE SERVICES LIMITED,isp-jse-notice-september-10-2021,https://www.jamstockex.com/wp-content/uploads/2021/09/ISP-JSE-Notice-September-10-2021.pdf,11/9/2021 9:35,"Other Company News,Articles",inherit,publish,2021,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
ISP,ISP FINANCE SERVICES LIMITED,isp-jse-notice-february-12-2025,https://www.jamstockex.com/wp-content/uploads/2025/02/ISP-JSE-Notice-February-12-2025.pdf,11/2/2025 18:21,"Acquisitions,Other Company News",inherit,publish,2025,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
JAMT,JAMAICAN TEAS LIMITED,jamt-resolution-of-the-board-of-directors,https://www.jamstockex.com/wp-content/uploads/2017/11/JAMT-Resolution-of-the-Board-of-Directors.pdf,7/11/2017 9:21,"Articles,Other Company News",inherit,draft,2017,{document_type: Trading in Shares},delisting_notice,success,Yes,company_name - symbol - delisting_notice - Posting Date,delisting_notice_new
JAMT,JAMAICAN TEAS LIMITED,jamt-extraordinary-general-meeting,https://www.jamstockex.com/wp-content/uploads/2018/06/JAMT-Extraordinary-General-Meeting.pdf,13/6/2018 17:01,"Articles,General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings)",inherit,publish,2018,,general_meetings,classification_failed,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
JAMT,JAMAICAN TEAS LIMITED,jamaican-teas-limited-jamt-notice-of-extraordinary-general-meeting-reconvening-of-annual-general-meeting-2018,https://www.jamstockex.com/wp-content/uploads/2018/06/Jamaican-Teas-Limited-JAMT-Notice-of-Extraordinary-General-Meeting-Reconvening-of-Annual-General-Meeting-2018.pdf,26/6/2018 18:33,"General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings),Articles",inherit,publish,2018,{document_type: General Meetings},general_meetings,success,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
JAMT,JAMAICAN TEAS LIMITED,jamaican-teas-limited-jamt-annual-general-meeting-notice-3,https://www.jamstockex.com/wp-content/uploads/2019/01/Jamaican-Teas-Limited-JAMT-Annual-General-Meeting-Notice.pdf,29/1/2019 9:15,"Articles,General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings)",inherit,publish,2019,{document_type: General Meetings},general_meetings,success,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
JAMT,JAMAICAN TEAS LIMITED,jamaican-teas-limited-jamt-notice-of-annual-general-meeting,https://www.jamstockex.com/wp-content/uploads/2020/01/Jamaican-Teas-Limited-JAMT-Notice-of-Annual-General-Meeting.pdf,31/1/2020 12:51,"General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings),Articles",inherit,draft,2020,{document_type: General Meetings},general_meetings,success,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
JMMBGL,JMMB GROUP LIMITED,investor-release-ncb-financial-group-limited-ncb-announces-sale-of-jmmb-group-limited-jmmbgl-shares,https://www.jamstockex.com/wp-content/uploads/2018/12/Investor-Release-NCB-Financial-Group-Limited-NCB-Announces-Sale-of-JMMB-Group-Limited-JMMBGL-Shares.pdf,27/12/2018 16:49,"Articles,Other Company News",inherit,publish,2018,{document_type: Acquisitions and Disposals},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
JP,JAMAICA PRODUCERS GROUP LTD.,click-here-to-download-2,https://www.jamstockex.com/wp-content/uploads/2019/04/Click-here-to-download-1.pdf,16/4/2019 17:27,"Articles,Other Company News",inherit,publish,2019,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
JP,JAMAICA PRODUCERS GROUP LTD.,jamaica-producers-group-limited-jp-agreement-to-sell-22-1-percent-interest-in-saje-logistics-infrastructure-limited,https://www.jamstockex.com/wp-content/uploads/2020/09/Jamaica-Producers-Group-Limited-JP-Agreement-to-Sell-22.1-Percent-Interest-in-SAJE-Logistics-Infrastructure-Limited.pdf,23/9/2020 9:13,"Articles,Other Company News",inherit,publish,2020,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
KEY,KEY INSURANCE COMPANY LIMITED,key-insurance-company-limited-advances-growth-and-efficiency-agenda,https://www.jamstockex.com/wp-content/uploads/2017/10/Key-Insurance-Company-Limited-Advances-Growth-and-Efficiency-Agenda.pdf,4/10/2017 13:28,"Other Company News,Articles",inherit,publish,2017,"{document_type: Appointments, Resignations and Retirements [Management]}",director_appointments_resignations_and_retirements,success,Yes,company_name - symbol  - director_appointments_resignations_and_retirements - Posting Date,director_appointments_resignations_and_retirements_new
KEY,KEY INSURANCE COMPANY LIMITED,key-insurance-company-limited-advances-growth-and-efficiency-agenda,https://www.jamstockex.com/wp-content/uploads/2017/10/Key-Insurance-Company-Limited-Advances-Growth-and-Efficiency-Agenda.pdf,4/10/2017 13:28,"Other Company News,Articles",inherit,publish,2017,"{document_type: Appointments, Resignations and Retirements [Management]}",management_appointments_resignations_and_retirements,success,Yes,company_name - symbol   - management_appointments_resignations_and_retirements - Posting Date,management_appointments_resignations_and_retirements_new
KEY,KEY INSURANCE COMPANY LIMITED,key-insurance-limited-annual-general-meeting-notice,https://www.jamstockex.com/wp-content/uploads/2018/05/Key-Insurance-Limited-Annual-General-Meeting-Notice.pdf,4/5/2018 9:03,"General Meetings (AGM’s, Extra-Ordinary or Other Shareholders Meetings),Articles",inherit,publish,2018,{document_type: General Meetings},general_meetings,success,Yes,company_name - symbol- general_meetings - Posting Date,general_meetings_new
KEY,KEY INSURANCE COMPANY LIMITED,press-release-gracekennedy-makes-offer-to-acquire-key-insurance-company-limited,https://www.jamstockex.com/wp-content/uploads/2020/01/Press-Release-GraceKennedy-Makes-Offer-to-Acquire-Key-Insurance-Company-Limited.pdf,20/1/2020 20:18,"Acquisitions,General,Take-over Bid Circular​,Articles",inherit,publish,2020,{document_type: Acquisitions and Disposals},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
KEY,KEY INSURANCE COMPANY LIMITED,press-release-gracekennedy-makes-offer-to-acquire-key-insurance-company-limited,https://www.jamstockex.com/wp-content/uploads/2020/01/Press-Release-GraceKennedy-Makes-Offer-to-Acquire-Key-Insurance-Company-Limited.pdf,20/1/2020 20:18,"Acquisitions,General,Take-over Bid Circular​,Articles",inherit,publish,2020,{document_type: Acquisitions and Disposals},acquisitions_mergers_and_disposals,success,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
KPREIT,KINGSTON PROPERTIES LIMITED,kingston-properties-limited-kpreit-renounceable-rights-issue,https://www.jamstockex.com/wp-content/uploads/2019/10/Kingston-Properties-Limited-KPREIT-Renounceable-Rights-Issue.pdf,24/10/2019 19:27,"Other Company News,Articles,Rights Issue (Circulars &amp; Documents)",inherit,publish,2019,{document_type: Other Company News},other_company_news,success,Yes,company_name - symbol - other_company_news - Posting Date,other_company_news_new
KPREIT,KINGSTON PROPERTIES LIMITED,kingston-properties-limited-kpreit-renounceable-rights-issue,https://www.jamstockex.com/wp-content/uploads/2019/10/Kingston-Properties-Limited-KPREIT-Renounceable-Rights-Issue.pdf,24/10/2019 19:27,"Other Company News,Articles,Rights Issue (Circulars &amp; Documents)",inherit,publish,2019,{document_type: Other Company News},rights_issue,success,Yes,company_name - symbol - rights_issue - Posting Date,rights_issue_new
KW,KINGSTON WHARVES LIMITED,press-release-kingston-wharves-limited-kw-announces-leadership-changes,https://www.jamstockex.com/wp-content/uploads/2019/12/Press-Release-Kingston-Wharves-Limited-KW-Announces-Leadership-Changes.pdf,9/12/2019 16:05,"Articles,Change in Management",inherit,publish,2019,"{document_type: Appointments, Resignations and Retirements [Management]}",director_appointments_resignations_and_retirements,success,Yes,company_name - symbol  - director_appointments_resignations_and_retirements - Posting Date,director_appointments_resignations_and_retirements_new
KW,KINGSTON WHARVES LIMITED,press-release-kingston-wharves-limited-kw-announces-leadership-changes,https://www.jamstockex.com/wp-content/uploads/2019/12/Press-Release-Kingston-Wharves-Limited-KW-Announces-Leadership-Changes.pdf,9/12/2019 16:05,"Articles,Change in Management",inherit,publish,2019,"{document_type: Appointments, Resignations and Retirements [Management]}",management_appointments_resignations_and_retirements,success,Yes,company_name - symbol   - management_appointments_resignations_and_retirements - Posting Date,management_appointments_resignations_and_retirements_new
LASF,LASCO FINANCIAL SERVICES LIMITED,scotia-group-transfers-crediscotia-to-lasco-financial,https://www.jamstockex.com/wp-content/uploads/2017/11/Scotia-Group-Transfers-CrediScotia-to-LASCO-Financial-.pdf,14/11/2017 16:20,"Acquisitions,Articles",inherit,publish,2017,,acquisitions_mergers_and_disposals,pending,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
MASSY,MASSY HOLDINGS LTD,massy-change-in-senior-officer-and-director,https://www.jamstockex.com/wp-content/uploads/2022/05/MASSY-Change-in-Senior-Officer-and-Director.pdf,27/5/2022 6:06,"Resignations/Retirements​​,Articles,Change in Management",inherit,publish,2022,,director_appointments_resignations_and_retirements,pending,Yes,company_name - symbol  - director_appointments_resignations_and_retirements - Posting Date,director_appointments_resignations_and_retirements_new
MASSY,MASSY HOLDINGS LTD,massy-change-in-senior-officer-and-director,https://www.jamstockex.com/wp-content/uploads/2022/05/MASSY-Change-in-Senior-Officer-and-Director.pdf,27/5/2022 6:06,"Resignations/Retirements​​,Articles,Change in Management",inherit,publish,2022,,management_appointments_resignations_and_retirements,pending,Yes,company_name - symbol   - management_appointments_resignations_and_retirements - Posting Date,management_appointments_resignations_and_retirements_new
MFS,MFS CAPITAL PARTNERS LIMITED,ssl-venture-capital-jamaica-limited-sells-partial-rights-in-c2ws-music-catalogue-to-former-ceo-and-chairman,https://www.jamstockex.com/wp-content/uploads/2018/08/SSL-Venture-Capital-Jamaica-Limited-Sells-Partial-Rights-in-C2W’s-Music-Catalogue-to-Former-CEO-and-Chairman.pdf,31/8/2018 8:56,"Articles,General",inherit,publish,2018,,acquisitions_mergers_and_disposals,pending,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
MFS,MFS CAPITAL PARTNERS LIMITED,ssl-venture-capital-jamaica-limited-sslvc-corporate-advisory-august-9-2019-2,https://www.jamstockex.com/wp-content/uploads/2019/08/SSL-Venture-Capital-Jamaica-Limited-SSLVC-Corporate-Advisory-August-9-2019-1.pdf,12/8/2019 17:06,"Corporate Governance Policy,Articles",inherit,publish,2019,,acquisitions_mergers_and_disposals,pending,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
MFS,MFS CAPITAL PARTNERS LIMITED,ssl-venture-capital-jamaica-limited-sslvc-corporate-advisory-resignation-appointment,https://www.jamstockex.com/wp-content/uploads/2019/09/SSL-Venture-Capital-Jamaica-Limited-SSLVC-Corporate-Advisory-Resignation-Appointment.pdf,19/9/2019 16:30,"Appointments,Resignations/Retirements​​,Articles",inherit,publish,2019,,management_appointments_resignations_and_retirements,pending,Yes,company_name - symbol   - management_appointments_resignations_and_retirements - Posting Date,management_appointments_resignations_and_retirements_new
MFS,MFS CAPITAL PARTNERS LIMITED,ssl-venture-capital-jamaica-limited-sslvc-corporate-advisory-resignation-appointment,https://www.jamstockex.com/wp-content/uploads/2019/09/SSL-Venture-Capital-Jamaica-Limited-SSLVC-Corporate-Advisory-Resignation-Appointment.pdf,19/9/2019 16:30,"Appointments,Resignations/Retirements​​,Articles",inherit,publish,2019,,director_appointments_resignations_and_retirements,pending,Yes,company_name - symbol  - director_appointments_resignations_and_retirements - Posting Date,director_appointments_resignations_and_retirements_new
MFS,MFS CAPITAL PARTNERS LIMITED,sslvc-sale-of-20-stake-in-bluedot-shares-to-yes-iyah-limited,https://www.jamstockex.com/wp-content/uploads/2021/10/SSLVC-Sale-of-20-Stake-in-BlueDot-Shares-to-Yes-Iyah-Limited.pdf,13/10/2021 11:13,"Trading in Shares​​,Articles,Other Company News",inherit,publish,2021,,acquisitions_mergers_and_disposals,pending,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
MFS,MFS CAPITAL PARTNERS LIMITED,sslvc-final-update-on-sale-of-blue-dot-data-intelligence-shares,https://www.jamstockex.com/wp-content/uploads/2021/12/SSLVC-Final-Update-on-Sale-of-Blue-Dot-Data-Intelligence-Shares.pdf,21/12/2021 15:43,Articles,inherit,publish,2021,,acquisitions_mergers_and_disposals,pending,Yes,company_name - symbol - acquisitions_mergers_and_disposals - Posting Date,acquisitions_mergers_and_disposals_new
MGL,MAYBERRY GROUP LTD.,mgl-subsidiary-board-and-executive-management-changes-final,https://www.jamstockex.com/wp-content/uploads/2024/10/MGL-SUBSIDIARY-BOARD-AND-EXECUTIVE-MANAGEMENT-CHANGES-FINAL.pdf,16/10/2024 14:59,"Other Company News,Change in Management",inherit,publish,2024,,management_appointments_resignations_and_retirements,pending,Yes,company_name - symbol   - management_appointments_resignations_and_retirements - Posting Date,management_appointments_resignations_and_retirements_new
MGL,MAYBERRY GROUP LTD.,mgl-subsidiary-board-and-executive-management-changes-final,https://www.jamstockex.com/wp-content/uploads/2024/10/MGL-SUBSIDIARY-BOARD-AND-EXECUTIVE-MANAGEMENT-CHANGES-FINAL.pdf,16/10/2024 14:59,"Other Company News,Change in Management",inherit,publish,2024,,director_appointments_resignations_and_retirements,pending,Yes,company_name - symbol  - director_appointments_resignations_and_retirements - Posting Date,director_appointments_resignations_and_retirements_new
